Load_Case,Time_Stamp
LC1,2009-06-16 16:09:24.265
LC2a,2009-06-17 09:13:59.531
LC2a,2009-06-17 09:33:03.531
LC2a,2009-06-17 09:53:22.531
LC2a,2009-06-17 10:15:57.531
