Load_Case,Start_Time_Stamp,End_Time_Stamp,Axial_Load
LC1,2009-06-16 16:02:24.265,2009-06-16 16:14:14.265
LC2,2009-06-17 08:45:12.531,2009-06-17 12:41:45.531
LC2a,2009-06-17 08:46:02.531,2009-06-17 11:17:03.531
LC2b,2009-06-17 11:18:43.531,2009-06-17 12:25:23.531
LC3,2009-06-17 12:41:45.531,2009-06-18 09:53:19.195
LC3a,2009-06-17 12:45:05.531,2009-06-17 16:05:05.531
