Load_Case,Time_Stamp
LC1,2008-12-18 09:38:57.659
LC1,2008-12-18 09:58:51.659
LC2a,2008-12-18 10:22:54.659
LC2a,2008-12-18 10:34:58.659
LC2a,2008-12-18 10:50:24.659
LC2a,2008-12-18 11:03:58.659
LC2b,2008-12-18 11:29:05.659
LC2b,2008-12-18 11:48:21.659
LC2b,2008-12-18 12:10:11.659
LC2b,2008-12-18 12:32:57.659
