Load_Case,Start_Time_Stamp,End_Time_Stamp,Axial_Load
LC1,2008-12-04 09:23:53.383,2008-12-04 09:52:53.383
LC2,2008-12-04 09:57:13.383,2008-12-04 12:16:00.383
LC2a,2008-12-04 10:17:13.383,2008-12-04 11:05:10.383
LC2b,2008-12-04 11:07:40.383,2008-12-04 12:16:00.383
LC3,2008-12-04 12:21:56.383,2008-12-05 10:20:46.167
LC3a,2008-12-04 12:35:06.383,2008-12-04 13:36:11.383
LC3b,2008-12-04 13:40:11.383,2008-12-04 15:22:31.383
LC3c,2008-12-04 15:25:17.383,2008-12-05 10:17:26.167
