Load_Case,Start_Time_Stamp,End_Time_Stamp,Axial_Load
LC1,2009-06-11 13:13:23.171,2009-06-11 14:45:03.171
LC2,2009-06-11 14:53:11.171,2009-06-12 11:34:07.593
LC2a,2009-06-11 14:58:11.171,2009-06-12 09:29:48.593
LC2b,2009-06-12 09:35:49.593,2009-06-12 11:20:49.593
LC3,2009-06-12 11:34:07.593,2009-06-13 12:10:37.562
LC3a,2009-06-12 11:34:07.593,2009-06-13 08:24:27.562
LC3b,2009-06-13 08:29:27.562,2009-06-13 12:03:47.562
