Load_Case,Start_Time_Stamp,End_Time_Stamp,Axial_Load
LC1,2008-12-18 09:28:32.659,2008-12-18 10:07:42.659
LC2,2008-12-18 10:07:42.659,2008-12-18 12:51:12.659
LC2a,2008-12-18 10:18:49.659,2008-12-18 11:16:22.659
LC2b,2008-12-18 11:19:42.659,2008-12-18 12:51:12.659
LC3,2008-12-18 12:51:12.659,2008-12-19 11:08:03.729
LC3a,2008-12-18 12:56:12.659,2008-12-19 11:01:23.729
