Load_Case,Start_Time_Stamp,End_Time_Stamp,Axial_Load
LC1,2009-06-04 13:04:08.515,2009-06-04 13:21:18.515
LC2,2009-06-04 13:36:39.515,2009-06-05 11:55:37.187
LC2a,2009-06-04 13:40:19.515,2009-06-04 16:51:59.515
LC2b,2009-06-04 16:55:19.515,2009-06-05 11:55:37.187
LC3,2009-06-05 11:55:37.187,2009-06-08 12:48:12.359
LC3a,2009-06-05 12:10:45.187,2009-06-05 15:59:05.187
LC3b,2009-06-08 09:05:23.359,2009-06-08 12:42:03.359
