Load_Case,Start_Time_Stamp,End_Time_Stamp,Axial_Load
LC1,2008-12-10 15:28:14.051,2008-12-10 16:13:14.051
LC2,2008-12-11 09:00:03.419,2008-12-11 10:53:23.419
LC2a,2008-12-11 09:13:23.419,2008-12-11 09:53:23.419
LC2b,2008-12-11 09:58:23.419,2008-12-11 10:53:23.419
LC3,2008-12-11 10:53:23.419,2008-12-11 17:43:59.419
LC3a,2008-12-11 11:01:43.419,2008-12-11 17:35:39.419
