Load_Case,Time_Stamp
LC2a,2008-12-11 09:18:53.419
LC2a,2008-12-11 09:28:35.419
LC2a,2008-12-11 09:37:19.419
LC2a,2008-12-11 09:47:05.419
LC2b,2008-12-11 10:05:03.419
LC2b,2008-12-11 10:18:24.419
LC2b,2008-12-11 10:30:43.419
LC2b,2008-12-11 10:44:02.419
