Load_Case,Start_Time_Stamp,End_Time_Stamp,Axial_Load
LC1,2008-11-21 14:49:55.357,2008-11-21 15:43:35.357
LC2,2008-11-24 09:15:34.340,2008-11-24 11:25:04.340
LC2a,2008-11-24 09:28:34.340,2008-11-24 10:13:34.340
LC2b,2008-11-24 10:20:04.340,2008-11-24 11:25:04.340
LC3,2008-11-24 11:36:16.340,2008-11-25 08:49:33.340
LC3a,2008-11-24 11:49:36.340,2008-11-24 13:27:07.340
LC3b,2008-11-24 13:50:27.340,2008-11-24 16:22:57.340
