Load_Case,Time_Stamp
LC1,2009-06-11 13:26:49.171
LC2a,2009-06-11 15:56:16.171
LC2a,2009-06-11 16:13:12.171
LC2a,2009-06-11 16:32:47.171
LC2a,2009-06-12 08:50:22.593
LC2a,2009-06-12 09:12:31.593
LC2b,2009-06-12 09:50:01.593
LC2b,2009-06-12 10:01:10.593
LC2b,2009-06-12 10:11:41.593
LC2b,2009-06-12 10:28:07.593
LC2b,2009-06-12 10:43:53.593
LC2b,2009-06-12 11:01:41.593
LC2b,2009-06-12 11:19:38.593
