Load_Case,Time_Stamp
LC1,2009-07-16 15:30:16.409
LC2a,2009-07-17 08:48:51.551
LC2a,2009-07-17 09:06:46.551
LC2a,2009-07-17 09:25:05.551
LC2a,2009-07-17 09:47:11.551
LC2a,2009-07-17 10:10:10.551
LC2b,2009-07-17 10:45:29.551
LC2b,2009-07-17 10:55:20.551
LC2b,2009-07-17 11:06:30.551
LC2b,2009-07-17 11:19:53.551
LC2b,2009-07-17 11:36:45.551
LC2b,2009-07-17 11:54:17.551
LC2b,2009-07-17 12:16:19.551
LC2b,2009-07-17 12:38:57.551
LC2b,2009-07-17 12:59:34.551
