Load_Case,Time_Stamp
LC1,2009-05-28 13:52:07.187
LC1,2009-05-28 14:29:28.187
LC2a,2009-05-28 15:53:53.187
LC2a,2009-05-28 16:10:43.187
LC2a,2009-05-28 16:26:57.187
LC2a,2009-05-28 16:49:58.187
LC2b,2009-05-29 09:51:19.125
LC2b,2009-05-29 10:09:40.125
LC2b,2009-05-29 10:26:56.125
LC2b,2009-05-29 10:49:58.125
