Load_Case,Time_Stamp
LC1,2009-05-18 16:53:38.015
LC2a,2009-05-19 10:47:41.954
LC2a,2009-05-19 10:54:11.954
LC2b,2009-05-19 13:09:42.954
LC2b,2009-05-19 13:19:36.954
LC2b,2009-05-19 13:52:41.954
LC2b,2009-05-19 14:10:01.954
