Load_Case,Time_Stamp
LC1,2008-08-05 16:06:48.710
LC1,2008-08-06 10:00:02.641
LC2a,2008-08-06 11:56:06.641
LC2a,2008-08-06 12:26:26.641
LC2b,2008-08-06 13:38:15.641
LC2b,2008-08-06 13:59:23.641
LC2c,2008-08-06 14:58:51.641
LC2c,2008-08-06 15:28:28.641
