Load_Case,Time_Stamp
LC1,2009-06-04 13:13:11.515
LC2a,2009-06-04 14:10:31.515
LC2a,2009-06-04 14:26:54.515
LC2a,2009-06-04 14:43:50.515
LC2a,2009-06-04 15:04:50.515
LC2a,2009-06-04 15:26:47.515
LC2a,2009-06-04 15:52:33.515
LC2a,2009-06-04 16:22:00.515
LC2b,2009-06-05 11:03:50.187
LC2b,2009-06-05 11:37:34.187
