Load_Case,Time_Stamp
LC1,2009-07-07 10:44:04.442
LC2a,2009-07-07 12:52:45.442
LC2a,2009-07-07 13:14:33.442
LC2a,2009-07-07 13:38:03.442
LC2b,2009-07-07 14:12:19.442
LC2b,2009-07-07 14:23:57.442
LC2b,2009-07-07 14:33:30.442
LC2b,2009-07-07 14:48:46.442
LC2b,2009-07-07 15:03:24.442
LC2b,2009-07-07 15:23:53.442
LC2b,2009-07-07 15:43:30.442
LC2b,2009-07-07 16:06:49.442
