Load_Case,Start_Time_Stamp,End_Time_Stamp,Axial_Load
LC0,2009-07-07 09:20:30.442,2009-07-07 10:14:20.442
LC1,2009-07-07 10:32:40.442,2009-07-07 11:13:50.442
LC2,2009-07-07 11:19:42.442,2009-07-08 10:39:17.851
LC2a,2009-07-07 11:22:32.442,2009-07-07 13:56:13.442
LC2b,2009-07-07 13:59:13.442,2009-07-08 10:36:37.851
LC3,2009-07-08 10:39:17.851,2009-07-09 09:44:43.804
LC3a,2009-07-08 10:39:17.851,2009-07-08 14:07:35.851
LC3b,2009-07-08 14:09:45.851,2009-07-09 09:38:03.804
